Id,text,label
10325,"This Orange has some juice , but it 's far from fresh-squeezed .",2
10326,"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",4
10327,"High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",3
10328,Cusack 's just brilliant in this .,5
10329,Knows how to make our imagination wonder .,5
10330,"Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .",4
10331,"The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .",5
10332,"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",4
10333,Malcolm McDowell is cool .,4
10334,Paul Bettany is cool .,4
10335,Paul Bettany playing Malcolm McDowell ?,3
10336,Cool .,4
10337,"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .",4
10338,... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,3
10339,"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",5
10340,It made me want to get made-up and go see this movie with my sisters .,4
10341,"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",5
10342,"( Caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",4
10343,"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .",4
10344,"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",4
10345,A captivating new film .,5
10346,Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,5
10347,"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",4
10348,Reveals how important our special talents can be when put in service of of others .,4
10349,It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,4
10350,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",5
10351,"A sharp , amusing study of the cult of celebrity .",4
10352,The sentimental cliches mar an otherwise excellent film .,4
10353,A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,5
10354,"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",5
10355,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",4
10356,"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",2
10357,The charming result is Festival in Cannes .,4
10358,"If you 're looking for something new and hoping for something entertaining , you 're in luck .",5
10359,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",5
10360,A rip-roaring comedy action fest that 'll put hairs on your chest .,4
10361,"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",4
10362,"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",4
10363,"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",4
10364,"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",4
10365,"An enjoyable , if occasionally flawed , experiment .",4
10366,Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,5
10367,"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",4
10368,"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",5
10369,Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,5
10370,He allows his cast members to make creative contributions to the story and dialogue .,4
10371,"This method almost never fails him , and it works superbly here .",5
10372,Poetry in motion captured on film .,5
10373,"While it can be a bit repetitive , overall it 's an entertaining and informative documentary .",4
10374,"Directing with a sure and measured hand , ( Haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",4
10375,The entire movie establishes a wonderfully creepy mood .,5
10376,"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",4
10377,"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",4
10378,Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,5
10379,Rabbit-Proof Fence will probably make you angry .,3
10380,"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",4
10381,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",5
10382,This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,4
10383,"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",4
10384,"The Pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .",5
